date,home_team,away_team,home_goals,away_goals,result,home_shots,away_shots,home_shots_on_target,away_shots_on_target,odds_home,odds_draw,odds_away,league,season
04/01/2025,Verona,Udinese,0,0,D,13,15,3,6,3.0,3.0,2.55,Serie A,2024/25
05/01/2025,Monza,Cagliari,1,2,A,6,13,2,4,2.4,3.25,3.0,Serie A,2024/25
05/01/2025,Lecce,Genoa,0,0,D,10,4,3,1,2.63,3.0,2.9,Serie A,2024/25
05/01/2025,Torino,Parma,0,0,D,12,10,4,3,1.85,3.4,4.5,Serie A,2024/25
05/01/2025,Roma,Lazio,2,0,H,7,17,5,6,2.55,3.1,3.0,Serie A,2024/25
10/01/2025,Lazio,Como,1,1,D,12,17,4,4,1.9,3.4,4.2,Serie A,2024/25
11/01/2025,Empoli,Lecce,1,3,A,15,14,5,6,2.0,3.1,4.33,Serie A,2024/25
11/01/2025,Udinese,Atalanta,0,0,D,12,4,3,2,5.25,3.8,1.65,Serie A,2024/25
11/01/2025,Torino,Juventus,1,1,D,11,15,2,9,5.0,3.2,1.8,Serie A,2024/25
11/01/2025,Milan,Cagliari,1,1,D,24,6,11,2,1.33,5.0,9.5,Serie A,2024/25
12/01/2025,Genoa,Parma,1,0,H,14,9,4,3,1.91,3.5,4.0,Serie A,2024/25
12/01/2025,Venezia,Inter,0,1,A,7,17,2,6,11.0,5.25,1.29,Serie A,2024/25
12/01/2025,Bologna,Roma,2,2,D,14,11,8,4,2.8,3.2,2.6,Serie A,2024/25
12/01/2025,Napoli,Verona,2,0,H,14,6,3,2,1.25,5.5,13.0,Serie A,2024/25
13/01/2025,Monza,Fiorentina,2,1,H,10,11,3,2,4.2,3.5,1.85,Serie A,2024/25
14/01/2025,Como,Milan,1,2,A,12,12,4,6,4.2,3.5,1.9,Serie A,2024/25
14/01/2025,Atalanta,Juventus,1,1,D,17,17,6,9,2.1,3.25,3.7,Serie A,2024/25
15/01/2025,Inter,Bologna,2,2,D,12,14,6,6,1.48,4.2,7.0,Serie A,2024/25
17/01/2025,Roma,Genoa,3,1,H,16,7,7,3,1.5,4.1,6.5,Serie A,2024/25
18/01/2025,Bologna,Monza,3,1,H,18,3,7,1,1.6,3.75,6.0,Serie A,2024/25
18/01/2025,Juventus,Milan,2,0,H,15,13,6,3,2.15,3.3,3.4,Serie A,2024/25
18/01/2025,Atalanta,Napoli,2,3,A,15,6,6,3,2.25,3.25,3.25,Serie A,2024/25
19/01/2025,Fiorentina,Torino,1,1,D,20,6,6,3,1.73,3.4,5.5,Serie A,2024/25
19/01/2025,Cagliari,Lecce,4,1,H,19,7,7,2,1.95,3.3,4.1,Serie A,2024/25
19/01/2025,Parma,Venezia,1,1,D,19,7,8,2,2.15,3.7,3.1,Serie A,2024/25
19/01/2025,Verona,Lazio,0,3,A,16,14,3,5,5.0,3.5,1.75,Serie A,2024/25
19/01/2025,Inter,Empoli,3,1,H,18,5,7,1,1.25,5.75,13.0,Serie A,2024/25
20/01/2025,Como,Udinese,4,1,H,11,6,8,2,2.15,3.4,3.4,Serie A,2024/25
24/01/2025,Torino,Cagliari,2,0,H,18,6,6,1,2.2,3.2,3.6,Serie A,2024/25
25/01/2025,Como,Atalanta,1,2,A,15,5,5,3,4.2,3.6,1.85,Serie A,2024/25
25/01/2025,Napoli,Juventus,2,1,H,14,5,3,2,2.15,3.1,3.8,Serie A,2024/25
25/01/2025,Empoli,Bologna,1,1,D,5,9,1,8,3.8,3.3,2.0,Serie A,2024/25
26/01/2025,Milan,Parma,3,2,H,14,12,5,5,1.3,6.0,8.5,Serie A,2024/25
26/01/2025,Udinese,Roma,1,2,A,10,16,3,10,3.3,3.3,2.25,Serie A,2024/25
26/01/2025,Lecce,Inter,0,4,A,17,9,4,5,9.5,5.25,1.33,Serie A,2024/25
26/01/2025,Lazio,Fiorentina,1,2,A,22,7,3,3,2.0,3.5,3.8,Serie A,2024/25
27/01/2025,Venezia,Verona,1,1,D,9,21,1,5,2.15,3.5,3.25,Serie A,2024/25
27/01/2025,Genoa,Monza,2,0,H,18,5,6,1,2.25,3.0,3.6,Serie A,2024/25
31/01/2025,Parma,Lecce,1,3,A,19,6,7,3,2.15,3.4,3.5,Serie A,2024/25
01/02/2025,Monza,Verona,0,1,A,9,12,2,4,2.3,3.0,3.5,Serie A,2024/25
